"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","COLOMBIANA KIMBERLY","9746","9746.png","$9.435","96","85","NIÑA ","Niña "
"UND ","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","CARTUCHERA SCRIBE 3BOL JUV SERIE 7480/78","COLOMBIANA KIMBERLY","9746","9746.png","$9.435","96","49","NIÑO ","Niño "
"UND ","CORRECTOR EN BROCHA KORES FLUID B/ACEITE","CORRECTOR EN BROCHA KORES FLUID B/ACEITE","INDUSTRIAS KORES","9750","9750.png","$1.710","59","7","GN ","Genérico"
"UND ","MALETIN EXP 13b CARTA ETERNA ET648 COLOR","MALETIN EXP 13b CARTA ETERNA ET648 COLOR","DISTRIBUIDORA PQ","9751","9751.png","$7.596","88","4","GN ","Genérico"
"UND ","CAPA IMPERMEABLE PRIMAVERA L GRANDE","CAPA IMPERMEABLE PRIMAVERA L GRANDE","PAPELES PRIMAVERA","9753","9753.png","$18.457","20","7","NIÑO ","Niño "
"UND ","CAPA IMPERMEABLE PRIMAVERA L GRANDE","CAPA IMPERMEABLE PRIMAVERA L GRANDE","PAPELES PRIMAVERA","9753","9753.png","$18.457","20","15","NIÑA ","Niña "
"UND ","PERF OFFI ES 347 2H PEQUEÑA METALICA","PERF OFFI ES 347 2H PEQUEÑA METALICA","OFIESCOLARES","9755","9755.png","$6.679","67","10","GN ","Genérico"
"UND ","PLUMON ROYAL EN BLISTER","PLUMON ROYAL x12ud  EN BLISTER","EL PUNTO DEL ARTE","9760","9760.png","$2.191","32","4","GN ","Genérico"
"UND ","PLUMON ROYAL EN BLISTER","PLUMON ROYAL x12ud  EN BLISTER","EL PUNTO DEL ARTE","9760","9760.png","$2.191","32","2","GN ","Genérico"
"UND ","COMPÁS PLASTICOx CM-998 POINT","COMPÁS PLASTICOx 6UD CM-998 X120ud POINT","IMPROMARKAS","9766","9766.png","$1.020","60","1","GN ","Genérico"
"UND ","PERF TRITON REF 135 INDUST","PERF TRITON REF 135 40hj INDUST","C.A. MEJIA TRITON","9769","9769.png","$16.740","0","7","GN ","Genérico"
"UND ","PLAST FAB CAST TRIANGULAR NEON p/MOLDEAR","PLAST FAB CAST x12 TRIANG NEON p/MOLDEAR","TECNACRIL FABER CASTELL","9784","9784.png","$4.808","70","33","GN ","Genérico"
"UND ","TIJERA POINTER 8 1/4 pgd","TIJERA POINTER 8 1/4 pgd","IMPROMARKAS","9787","9787.png","$27.136","8","2","GN ","Genérico"
"UND ","PLUMON FABER CASTELL SUPERSOFT","PLUMON FABER CASTELL x20 SUPERSOFT","TECNACRIL FABER CASTELL","9789","9789.png","$23.496","30","7","GN ","Genérico"
"UND ","PLUMON FABER CASTELL SUPERSOFT","PLUMON FABER CASTELL x20 SUPERSOFT","TECNACRIL FABER CASTELL","9789","9789.png","$23.496","30","1","GN ","Genérico"
"UND ","BOLÍGRAFO OE-077F NEGROx12 SEMIGEL","BOLIG OE-077F NEGROx12 SEMIGEL 0.7mm","OFIESCOLARES","9826","9826.png","$392","7","2.436","NEGRO ","Negro"
"UND ","PINCEL ARTISITICO ESSENCIAL 0-3-4-6-3/8","PINCEL ARTISITICO ESSENCIAL 0-3-4-6-3/8","MARINO","9831","9831.png","$5.899","14","2","GN ","Genérico"
"UND ","SACAPUNTA TOKIO C/DEPOSIT PRIMAVERA UNIDAD","SACAPUNTA TOKIO C/DEPOSIT PRIMAV xUD","PAPELES PRIMAVERA","9835","9835.png","$1.632","96","25","GN ","Genérico"
"UND ","MATERA 26OZ KRAFT c/TAPA GRANDE DECORADA","MATERA 26OZ KRAFT c/TAPA GRANDE DECORADA","REPRESENTACIONES LASTRA","9845","9845.png","$1.080","0","12","GN ","Genérico"
"UND ","PINCEL DELINEADOR ET340x6u 0/00/000","PINCEL DELINEADOR ET340x6u 0/00/000","DISTRIBUIDORA PQ","9847","9847.png","$1.878","66","59","GN ","Genérico"
"UND ","CUADERNO ARGOLLADO PEQUEÑO ECONOMICO","CUAD ARG PEQUEÑO ECONOMICO","FABRIFOLDER","9848","9848.png","$1.620","0","175","SURTIDOS ","Surtidos "
"UND ","DISPENS CINTA 12mmx40 CLICKIT","DISPENS CINTA 12mmx40 CLICKIT","MEGA DISTRIBUCIONES","9856","9856.png","$8.586","0","1","GN ","Genérico"
"UND ","DISPENS CINTA 12mmx40 CLICKIT","DISPENS CINTA 12mmx40 CLICKIT","MEGA DISTRIBUCIONES","9856","9856.png","$8.586","0","22","GN ","Genérico"
"UND ","MOÑOS DE CINTA 8 PUNTAS PEQUEÑO","MOÑOS DE CINTA 8 PUNTAS PEQUEÑO","COLCINTEX S.A.","9861","9861.png","$191","99","1","VERDE ","Verde"
"UND ","MOÑOS DE CINTA 8 PUNTAS PEQUEÑO","MOÑOS DE CINTA 8 PUNTAS PEQUEÑO","COLCINTEX S.A.","9861","9861.png","$191","99","9","FUCSIA ","Fucsia "
"UND ","GOMA FABER CASTELL DE BORRAR ARTISTICA","GOMA FABER CASTELL DE BORRAR ARTISTICA","TECNACRIL FABER CASTELL","9862","9862.png","$2.688","66","25","GN ","Genérico"
"UND ","MOÑO MAGICO MEDIAN","MOÑO MAGICO 3x48cms x10ud MEDIAN","INDUSTRIAS EL FARO","9863","9863.png","$1.996","56","25","PLATA ","Plata "
"UND ","MOÑO MAGICO MEDIAN","MOÑO MAGICO 3x48cms x10ud MEDIAN","INDUSTRIAS EL FARO","9863","9863.png","$1.996","56","7","ROJO ","Rojo"
"UND ","MOÑO MAGICO MEDIAN","MOÑO MAGICO 3x48cms x10ud MEDIAN","INDUSTRIAS EL FARO","9863","9863.png","$1.996","56","15","VERDE ","Verde"
"UND ","CLIP ETERNA ET620/622","CLIP ETERNA ET620/622 X 60uds 28mm","DISTRIBUIDORA PQ","9866","9866.png","$1.207","9","10","DRD ROSA ","Dorado Rosa"
"UND ","ARCILLA EN LIBRAS","ARCILLA EN LIBRAS","AGUDELO RUBEN DARIO","9867","9867.png","$1.242","0","110","GN ","Genérico"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","1","RJ METLZD","Rojo Metalizado"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","5","ROSAD CLA","Rosado Claro"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","11","AMARILLO ","Amarillo "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","24","NEGRO ","Negro"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","BEIGE ","Beige "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","6","VERDE ","Verde"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","OCRE 930 ","Ocre 930 "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","ROSA ","Rosa "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","14","BLANCO ","Blanco "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","4","ROJO ","Rojo"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","4","RUBI ","Rubí "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","4","FRAMBUESA","Frambuesa"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","1","GRIS OSCU","Gris Oscuro"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","VD MANZAN","Verde Manzana"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","10","DORAD PUR","Dorado Puro"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","1","PLATA ","Plata "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","9","FLUOR RJO","Fluor Rojo"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","ROSD FLUO","Rosado Fluor"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","AMR FLUOR","Amr Fluor"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","6","NJA FLUOR","Naranja Fluor"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","BRONCEADO","Bronceado"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","4","MARFIL ","Marfil "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","ROJO VINO","Rojo Vino"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","AMR PAJA ","Amr Paja "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","5","CAF CACAO","Caf Cacao"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","VTA METLZ","Vta Metz"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","4","AZUL CIEL","Azul Cielo"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","1","GRIS COBL","Gris Cobalto"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","5","ROSA CORA","Rosa Cora"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","ROSMETAL ","Rosa metal "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","ALBARIC ","Albaric "
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","NJA CL   ","Naranja Claro"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","3","VD ESMERA","Verde Esmeralda"
"UND ","MARCADOR DE VINILO POSCA 2.5 MM","MARCADOR DE VINILO POSCA 2.5 MM","INDUSTRIAS KORES","9870","9870.png","$8.427","60","2","AZUL PRUS","Azul Prus"
"UND ","BOLÍGRAFO UNIBALL 0.7 MM 150C JETSTREAM","BOLIG UNIBALL 0.7 MM 150C JETSTREAM","INDUSTRIAS KORES","9871","9871.png","$5.938","49","16","MORADO ","Morado "
"UND ","BOLÍGRAFO UNIBALL 0.7 MM 150C JETSTREAM","BOLIG UNIBALL 0.7 MM 150C JETSTREAM","INDUSTRIAS KORES","9871","9871.png","$5.938","49","15","ROSADO ","Rosado "
"UND ","BOLÍGRAFO UNIBALL 0.7 MM 150C JETSTREAM","BOLIG UNIBALL 0.7 MM 150C JETSTREAM","INDUSTRIAS KORES","9871","9871.png","$5.938","49","17","AZUL CIEL","Azul Cielo"
"UND ","BOLÍGRAFO UNIBALL VISION ELITE","BOLIG UNIBALL VISION ELITE 0.8MM","INDUSTRIAS KORES","9872","9872.png","$5.311","8","20","GN ","Genérico"
"UND ","PIROGRABADOR 11 PUNTAS","PIROGRABADOR 11 PUNTAS","PRODISNI","9886","9886.png","$81.589","68","2","GN ","Genérico"
"UND ","BORRADOR p/TABLERO ACRILICO POINTER","BORRADOR p/TABLERO ACRILICO POINTER","IMPROMARKAS","9894","9894.png","$3.243","24","30","GN ","Genérico"
"UND ","REGLA POINTER FLEXIB c/LETRAS Y NÚM","REGLA POINTER FLEXIB 30cm c/LETRAS Y NÚM","IMPROMARKAS","9896","9896.png","$1.190","16","21","GN ","Genérico"
"UND ","SILICONA LIQ ETERNA ET129","SILICONA LIQ 30ml ETERNA ET129","DISTRIBUIDORA PQ","9898","9898.png","$792","31","277","GN ","Genérico"
"UND ","CINTA DOBLE FAZ ET416 ETERNA","CINTA DOBLE FAZ ET416 ETERNA 2.5mt x 2CM","DISTRIBUIDORA PQ","9902","9902.png","$1.361","40","1","GN ","Genérico"
"UND ","CONFETI MEDIANO PAQUETE","CONFETI MEDIANO PAQ","INDUSTRIAS EL FARO","9906","9906.png","$726","4","64","GN ","Genérico"
"UND ","SERPENTINA SATINADA PAQUETE COLOR VIBRANT","SERPENTINA SATINADA PAQ X3 COLOR VIBRANT","INDUSTRIAS EL FARO","9907","9907.png","$1.542","89","2","GN ","Genérico"
"UND ","MARCADOR SECO D/PUNTA POINTER","MARCADOR SECO X4UND D/PUNTA POINTER","IMPROMARKAS","9916","9916.png","$4.520","88","4","GN ","Genérico"
"UND ","MARCADOR POINTER 3000PERM PUNTA BISELADA","MARCADOR POINTER 3000PERM PUNTA BISELADA","IMPROMARKAS","9917","9917.png","$588","6","109","GN ","Genérico"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","2","ROSAD CLA","Rosado Claro"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","6","BRONCEADO","Bronceado"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","12","BRONCEADO","Bronceado"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","1","AZUL CIEL","Azul Cielo"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","2","AZUL ","Azul"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","1","BLANCO ","Blanco "
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","7","VIOLETA ","Violeta"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","3","LILA ","Lila "
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","3","ROJO ","Rojo"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","3","NEGRO ","Negro"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","5","DORADO OR","Dorado Oro"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","3","DORADO OR","Dorado Oro"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","4","PLATA ","Plata "
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","1","NRJ ESCAR","Nrj Escar"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","3","ROSADO ","Rosado "
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","5","NARANJA ","Naranja"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","4","BEIGE ","Beige "
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","6","VERDE ","Verde"
"UND ","MARCADOR DE VINILO POSCA 1.3 MM","MARCADOR DE VINILO POSCA  1.3 MM","INDUSTRIAS KORES","9919","9919.png","$7.747","38","6","FUCSIA ","Fucsia "
"UND ","PLUMON ETERNA ET604 NEGRO (COMO SHARPIE)","PLUMON ETERNA ET604 NEGRO (COMO SHARPIE)","DISTRIBUIDORA PQ","9922","9922.png","$603","56","696","GN ","Genérico"
"UND ","PINCEL MAQUILLAJE 3/4-0-5-2-3/0","PINCEL  MAQUILLAJE 3/4-0-5-2-3/0","MARINO","9926","9926.png","$4.991","49","3","GN ","Genérico"
"UND ","PLUMON STABILO SURT LEGIS","PLUMON STABILO SURT x6uds LEGIS","LEGIS - MINERVA","9927","9927.png","$4.214","79","1","SURTIDOS ","Surtidos "
"UND ","PINCEL SUAVE N° 12 UND","PINCEL SUAVE N° 12 X6 UND","MARINO","9928","9928.png","$10.436","94","1","GN ","Genérico"
"UND ","SILICONA LIQ OE-192 OFFIESCO","SILICONA LIQ 100ml OE-192 OFFIESCO x12ud","OFIESCOLARES","9934","9934.png","$2.504","77","87","GN ","Genérico"
"UND ","PEINE PAQUETE","PEINE PAQUETE x20und","ZONA FRANCA","9938","9938.png","$273","63","27","GN ","Genérico"
"UND ","MARCADOR POINTER DOBLE PUNTA NEGRO PERMANENTE","MARCADOR POINTER DOBLE PUNTA NEGRO PERM","IMPROMARKAS","9940","9940.png","$865","39","1","GN ","Genérico"
"UND ","MARCADOR POINTER DOBLE PUNTA NEGRO PERMANENTE","MARCADOR POINTER DOBLE PUNTA NEGRO PERM","IMPROMARKAS","9940","9940.png","$865","39","14","GN ","Genérico"
"UND ","AUDIFONO ALAMBRICOS","AUDIFONO ALAMBRICOS","MAXELL","9945","9945.png","$13.568","4","1","AZUL ","Azul"
"UND ","BORRADOR ETERNA NEON C/OLOR 212","BORRADOR ETERNA NEON C/OLOR 212","DISTRIBUIDORA PQ","9947","9947.png","$371","41","528","GN ","Genérico"
"UND ","GANCHO DE MADERA UND","GANCHO DE MADERA X20 UND","ZONA FRANCA","9949","9949.png","$2.132","75","1","GN ","Genérico"
"UND ","VINILO PARCHESITOS GALÓN","VINILO PARCHESITOS GALÓN","DORICOLOR","9951","9951.png","$34.166","34","3","ROJO ","Rojo"
"UND ","VINILO PARCHESITOS GALÓN","VINILO PARCHESITOS GALÓN","DORICOLOR","9951","9951.png","$34.166","34","4","NJA CL   ","Naranja Claro"
"UND ","PLANILLERO ACRILICO DECORADO ETERNA 2060","PLANILLERO ACRILICO DECORADO ETERNA 2060","DISTRIBUIDORA PQ","9953","9953.png","$6.499","71","1","GN ","Genérico"
"UND ","MARCADOR CHALK MARKER ARTLINE","MARCADOR CHALK MARKER ARTLINE","ARTLINE","9956","9956.png","$13.744","94","1","BLANCO ","Blanco "
"UND ","MARCADOR CHALK MARKER ARTLINE","MARCADOR CHALK MARKER ARTLINE","ARTLINE","9956","9956.png","$13.744","94","1","AMARILLO ","Amarillo "
"UND ","MARCADOR CHALK MARKER ARTLINE","MARCADOR CHALK MARKER ARTLINE","ARTLINE","9956","9956.png","$13.744","94","2","NARANJA ","Naranja"
"UND ","MARCADOR CHALK MARKER ARTLINE","MARCADOR CHALK MARKER ARTLINE","ARTLINE","9956","9956.png","$13.744","94","2","PURPURA ","Púrpura "
"UND ","MARCADOR CHALK MARKER ARTLINE","MARCADOR CHALK MARKER ARTLINE","ARTLINE","9956","9956.png","$13.744","94","1","AZUL ","Azul"
"UND ","BOMBA R REFLEX","BOMBA R 5x50 REFLEX","SEMPERTEX","9958","9958.png","$12.071","16","2","DRD ROSA ","Dorado Rosa"
"UND ","GANCHO LOTERO 1 1/4PGD ud","GANCHO LOTERO 1 1/4PGD X ud 32MM","C.A. MEJIA TRITON","9960","9960.png","$5.014","6","29","GN ","Genérico"
"UND ","FRANCO ARTE TEXTURIZADOR 120 ML","FRANCO ARTE TEXTURIZADOR 120 ML","FRANCO ARTE","9961","9961.png","$5.186","34","3","GN ","Genérico"
"UND ","FRANCO ACRILICO FLUORESCENTE 250 ML","FRANCO ACRILICO FLUORESCENTE  250 ML","FRANCO ARTE","9963","9963.png","$14.761","44","8","AMARILLO ","Amarillo "
"UND ","FRANCO ACRILICO FLUORESCENTE 250 ML","FRANCO ACRILICO FLUORESCENTE  250 ML","FRANCO ARTE","9963","9963.png","$14.761","44","13","FLUOR VER","Flúor Ver"
"UND ","BOLÍGRAFO FAB CAST TRILUXx12ud SRT+ILUSTRAC","BOLIG FAB CAST TRILUXx12ud SRT+ILUSTRAC","TECNACRIL FABER CASTELL","9964","9964.png","$6.318","0","1","GN ","Genérico"
"UND ","RESALT PRIMAVERA PRINCESAS PASTEL","RESALT PRIMAVERA PRINCESAS x5ud PASTEL","PAPELES PRIMAVERA","9965","9965.png","$6.974","64","1","SURTIDOS ","Surtidos "
"UND ","RESALT PRIMAVERA PRINCESAS PASTEL","RESALT PRIMAVERA PRINCESAS x5ud PASTEL","PAPELES PRIMAVERA","9965","9965.png","$6.974","64","48","SURTIDOS ","Surtidos "
"UND ","COMBO PRIMAVERA MARCADORx20+COLOREAR","COMBO PRIMAVERA MARCADORx20+COLOREAR","PAPELES PRIMAVERA","9967","9967.png","$31.585","68","19","SURTIDOS ","Surtidos "
"UND ","MALETIN PRIMAVERA PLAST 13BOL LIGHTYEAR","MALETIN PRIMAVERA PLAST 13BOL LIGHTYEAR","PAPELES PRIMAVERA","9969","9969.png","$16.333","92","2","SURTIDOS ","Surtidos "
"UND ","PINCEL ANGULAR 1/8","PINCEL ANGULAR 1/8","MARINO","9972","9972.png","$918","0","1","GN ","Genérico"
"UND ","PINCEL REDONDO SUAVE NRO 11","PINCEL REDONDO SUAVE NRO 11","DISTRIBUIDORA PQ","9975","9975.png","$1.694","11","1","GN ","Genérico"
"UND ","BOLÍGRAFO ETERNA MULTICOLOR UND","BOLIG ETERNA MULTICOLOR X12 UND","DISTRIBUIDORA PQ","9976","9976.png","$5.385","47","6","GN ","Genérico"
"UND ","BOMBA R 9 20 FASHION","BOMBA R 9 X 20 FASHION","SEMPERTEX","9978","9978.png","$2.927","16","2","VERDE SEL","Verde Selva"
"UND ","BOMBA R 9 20 FASHION","BOMBA R 9 X 20 FASHION","SEMPERTEX","9978","9978.png","$2.927","16","2","VERD LIMO","Verde Limón"
"UND ","BOMBA R 9 20 FASHION","BOMBA R 9 X 20 FASHION","SEMPERTEX","9978","9978.png","$2.927","16","7","NARANJA ","Naranja"
"UND ","BOMBA R 9 20 FASHION","BOMBA R 9 X 20 FASHION","SEMPERTEX","9978","9978.png","$2.927","16","5","ROSADO ","Rosado "
"UND ","BOMBA R 9 20 FASHION","BOMBA R 9 X 20 FASHION","SEMPERTEX","9978","9978.png","$2.927","16","10","FUCSIA ","Fucsia "
"UND ","MARCADOR DORICOLORx5ud METALIZADO","MARCADOR DORICOLORx5ud METALIZADO","DORICOLOR","9979","9979.png","$9.774","65","5","GN ","Genérico"
"UND ","MARCADOR DORICOLORx5ud METALIZADO","MARCADOR DORICOLORx5ud METALIZADO","DORICOLOR","9979","9979.png","$9.774","65","1","GN ","Genérico"
"UND ","COLOR FABER CASTELL PASTEL","COLOR FABER CASTELL PASTEL x10uds","TECNACRIL FABER CASTELL","9982","9982.png","$8.403","48","4","GN ","Genérico"
"UND ","COLOR FABER CASTELL PASTEL","COLOR FABER CASTELL PASTEL x10uds","TECNACRIL FABER CASTELL","9982","9982.png","$8.403","48","33","GN ","Genérico"
"UND ","COLOR FAB CASTELL SUPERSOF TONO PIEL","COLOR FAB CASTELL SUPERSOF TONO PIEL x12","TECNACRIL FABER CASTELL","9985","9985.png","$12.615","27","8","GN ","Genérico"
"UND ","COLOR FAB CASTELL SUPERSOF TONO PIEL","COLOR FAB CASTELL SUPERSOF TONO PIEL x12","TECNACRIL FABER CASTELL","9985","9985.png","$12.615","27","3","GN ","Genérico"
"UND ","SACAPUNTA FABER CAST PASTEL c/DEP","SACAPUNTA FABER CAST PASTEL c/DEP","TECNACRIL FABER CASTELL","9986","9986.png","$1.396","98","40","GN ","Genérico"
"UND ","SACAPUNTA FABER CAST PASTEL c/DEP","SACAPUNTA FABER CAST PASTEL c/DEP","TECNACRIL FABER CASTELL","9986","9986.png","$1.396","98","107","GN ","Genérico"
"UND ","SACAPUNTA KORES DOBLE DEPOSITO 35810","SACAPUNTA KORES DOBLE DEPOSITO 35810","INDUSTRIAS KORES","9988","9988.png","$1.425","73","163","SURTIDOS ","Surtidos "
"UND ","CARTULINA MIRELLADA UNICOLOR GOM","CARTULINA MIRELLADA 70x100  UNICOLOR GOM","GOMEZUL","9989","9989.png","$4.131","0","24","AZUL CIEL","Azul Cielo"
"UND ","CARTULINA MIRELLADA UNICOLOR GOM","CARTULINA MIRELLADA 70x100  UNICOLOR GOM","GOMEZUL","9989","9989.png","$4.131","0","24","MORADO ","Morado "
