"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","GRADINAS","GRADINAS X 3UDS","PALO DE MANGO","40992","40992.png","$7.714","28","1","GN ","Genérico"
"UND ","PLUMON KORES KORELLO","PLUMON KORES x24uds KORELLO","INDUSTRIAS KORES","40999","40999.png","$9.205","37","73","GN ","Genérico"
"UND ","CUENTA COBRO 32 40D 2P MARDEN BOND","CUENTA COBRO 32 40D 2P MARDEN BOND 40hjs","MARDEN","41005","41005.png","$1.354","32","14","GN ","Genérico"
"UND ","BOLÍGRAFO GEL ESCARCH BENSSINI 4NEON","BOLIG GEL ESCARCH x24ud BENSSINI 4NEON","EL PUNTO DEL ARTE","41010","41010.png","$7.051","32","1","GN ","Genérico"
"UND ","COSEDORA ALICATE TRITON SUPER 1","COSEDORA ALICATE TRITON SUPER 1","C.A. MEJIA TRITON","41030","41030.png","$14.758","83","7","GN ","Genérico"
"UND ","VARILLA BALSO RDO","VARILLA BALSO RDO 10mm x 25uds","BALCO LTDA","42005","42005.png","$2.793","96","2","GN ","Genérico"
"UND ","VARILLA BALSO","VARILLA BALSO 12x12mm x 50uds","BALCO LTDA","42030","42030.png","$1.310","4","233","GN ","Genérico"
"UND ","PINCEL PLANO 12","PINCEL PLANO   12","DISTRIBUIDORA PQ","42060","42060.png","$816","80","145","GN ","Genérico"
"UND ","PLIEGO PAPEL PROPALCOTE","PLIEGO PAPEL PROPALCOTE 320grms","DISPAPELES","42095","42095.png","$1.469","4","5","GN ","Genérico"
"UND ","VARILLA BALSO RDO","VARILLA BALSO RDO 15mm x 15uds","BALCO LTDA","42120","42120.png","$3.987","36","29","GN ","Genérico"
"UND ","PEGANTE FAB CAST PEGA BIEN 250grx12uds","PEGANTE FAB CAST PEGA BIEN 250grx12uds","TECNACRIL FABER CASTELL","42125","42125.png","$4.478","76","42","GN ","Genérico"
"UND ","VARILLA BALSO","VARILLA BALSO 5x5mm x 50uds","BALCO LTDA","42130","42130.png","$590","76","39","GN ","Genérico"
"UND ","TABLA BALSO PAQUETE/10uds","TABLA BALSO 1.5x100mm pqt/10uds","BALCO LTDA","42150","42150.png","$4.876","20","4","GN ","Genérico"
"UND ","CURVIGRAFO MORRISON GRANDE","CURVIGRAFO MORRISON 310mm GRANDE","MORRISON PLASTICOS LTDA","42175","42175.png","$2.307","96","73","GN ","Genérico"
"UND ","LÁPIZ NORMA HEXAGONAL AMARIL pcx120","LÁPIZ NORMA HEXAGONAL AMARIL x12u pcx120","CARVAJAL EDUCACION","42190","42190.png","$415","16","2.148","GN ","Genérico"
"UND ","PLUMON OE-080-12 TRIANGx12u LAVABLEx96ud","PLUMON OE-080-12 TRIANGx12u LAVABLEx96ud","OFIESCOLARES","43055","43055.png","$4.007","79","1","GN ","Genérico"
"UND ","SOBRE VERT AMARRE OFICIO OE864 bod 5","SOBRE VERT AMARRE OFICIO OE864 bod 5","OFIESCOLARES","43085","43085.png","$1.252","43","143","GN ","Genérico"
"UND ","ROTULO ADHESIVO LETRAS DORADASx220et","ROTULO ADHESIVO LETRAS DORADASx220et 5hj","DIMATIC","43090","43090.png","$1.944","0","1","GN ","Genérico"
"UND ","CARPETA FUELLE CARTON c/RESORTE","CARPETA FUELLE CARTON c/RESORTE","FABRIFOLDER","43105","43105.png","$2.052","0","95","GN ","Genérico"
"UND ","REG CORRESPONDENCIA INDUCONTABLE","REG CORRESPONDENCIA INDUCONTABLE","CONSORCIO INDUSTRIAL PAPELERO","43135","43135.png","$9.504","0","1","GN ","Genérico"
"UND ","MICROFONO SOLAPA TEC ST-MIC-01 NEGRO","MICROFONO SOLAPA TEC ST-MIC-01 NGR 3.5mm","POLUX SUMINISTROS LTDA","43155","43155.png","$21.060","0","1","GN ","Genérico"
"UND ","PLAST NORMA BLOQUES","PLAST NORMA BLOQUES x 4uds 453grms","CARVAJAL EDUCACION","43165","43165.png","$3.220","56","2","GN ","Genérico"
"UND ","CARTON PAJA 1/4 CREMA","CARTON PAJA 1/4 CREMA","ASHE Y CIA S.A.","43190","43190.png","$669","60","4","GN ","Genérico"
"UND ","TARJETA DE-PARA FELIC LETRAS NEG REF5125","TARJETA DE-PARA FELIC LETRAS NEG REF5125","DIMATIC","43195","43195.png","$2.376","0","85","GN ","Genérico"
"UND ","TABLA BALSO PAQUETE/10uds","TABLA BALSO 1.5x125mm pqt/10uds","BALCO LTDA","43215","43215.png","$5.859","0","4","GN ","Genérico"
"UND ","ESCARCHA TUBO COLOR MURANO","ESCARCHA TUBO COLOR MURANO","ROMESA","48005","48005.png","$95","4","821","GN ","Genérico"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","931","AZL CLARO","Azul Claro"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","346","ROSADO ","Rosado "
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","902","PLATA ","Plata "
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","809","ROJO ","Rojo"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","391","AGUAMARIN","Agua Marina"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","1.084","AZUL ","Azul"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","509","CF OSCUR ","Café Oscurora"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","1.080","DORADO OR","Dorado Oro"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","652","VERDE ","Verde"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","687","VIOLETA ","Violeta"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","516","FUCSIA ","Fucsia "
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","141","LILA ","Lila "
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","358","NEGRO ","Negro"
"UND ","ESCARCHA EN TUBO 5 Grms","ESCARCHA EN TUBO x 5 Grms","ROMESA","48010","48010.png","$95","4","377","NARANJA ","Naranja"
"UND ","BOMBA DE AGUA NEON SEMPERTEX","BOMBA DE AGUA NEON x100uds SEMPERTEX","SEMPERTEX","50030","50030.png","$1.592","13","51","GN ","Genérico"
"UND ","BOMBA DE AGUA NEON SEMPERTEX","BOMBA DE AGUA NEON x100uds SEMPERTEX","SEMPERTEX","50030","50030.png","$1.592","13","17","GN ","Genérico"
"UND ","PLIEGO CELOFAN TRANSPARENTE ALTA CALID","PLIEGO CELOFAN TRANSP ALTA CALID 96x110","PAPELES PRIMAVERA","50070","50070.png","$348","84","1.210","GN ","Genérico"
"UND ","ACUARELA STAEDTLER 8880C12","ACUARELA STAEDTLER x12ud 8880C12","INDUSTRIAS KORES","50155","50155.png","$20.538","36","2","GN ","Genérico"
"UND ","CARTUCHERA BEESUP POWER ECON 44 1CIERRE","CARTUCHERA BEESUP POWER ECON 44 1CIERRE","BEESUP","50160","50160.png","$1.758","24","106","GN ","Genérico"
"UND ","PAPEL TORNASOL ESTAMPADO PRIMAVERA","PAPEL TORNASOL ESTAMPADO 50x70 PRIMAVERA","PAPELES PRIMAVERA","50170","50170.png","$442","80","48","NAVIDAD ","Navidad "
"UND ","DICC NORMA BILINGUE POCKET 9638","DICC NORMA BILINGUE POCKET 9638 x 40uds","CARVAJAL EDUCACION","50228","50228.png","$20.282","40","4","GN ","Genérico"
"UND ","ESCARAPELA CEDULA UD","ESCARAPELA CEDULA X UD","SISMA DISTRIBUCIONES LTDA","50234","50234.png","$86","50","8","GN ","Genérico"
"UND ","BOMBA R 12 AMOR BCO Y ROJO F SURTIDO","BOMBA R 12 AMOR BCO Y ROJO F SURTIDO","SEMPERTEX","50236","50236.png","$2.377","8","8","GN ","Genérico"
"UND ","BASE REFRIGERANTE PORTATIL 1VENT/2PTOS","BASE REFRIGERANTE PORTATIL 1VENT/2PTOS","SUMINISTROS IMPRESOS","50240","50240.png","$48.751","20","8","GN ","Genérico"
"UND ","CUADERNO MUSICA MARDEN PEQUEÑO","CUADERNO MUSICA MARDEN PEQUEÑO x 20hjs","MARDEN","50250","50250.png","$1.068","12","181","GN ","Genérico"
"UND ","ROLLO LAMINAC 9 CARTA DOBLE cal 5","ROLLO LAMINAC 9 x60mt CARTA DOBLE cal 5","SISMA DISTRIBUCIONES LTDA","50254","50254.png","$54.000","0","10","GN ","Genérico"
"UND ","LÁPIZ FABER CASTELL GRIP C/borr 2001/12u","LÁPIZ FABER CASTELL GRIP C/borr 2001/12u","TECNACRIL FABER CASTELL","50272","50272.png","$1.004","40","3","GN ","Genérico"
"UND ","LÁPIZ FABER CASTELL GRIP C/borr 2001/12u","LÁPIZ FABER CASTELL GRIP C/borr 2001/12u","TECNACRIL FABER CASTELL","50272","50272.png","$1.004","40","1","GN ","Genérico"
"UND ","RESALT OE-532 BÁSICO UNIDAD DELGADOx12x432","RESALT OE-532 BÁSICO xUD DELGADOx12x432","OFIESCOLARES","2888","2888.png","$597","24","1","ROSADO ","Rosado "
"UND ","RESALT OE-532 BÁSICO UNIDAD DELGADOx12x432","RESALT OE-532 BÁSICO xUD DELGADOx12x432","OFIESCOLARES","2888","2888.png","$597","24","1","VERDE ","Verde"
"UND ","RESALT OE-532 BÁSICO UNIDAD DELGADOx12x432","RESALT OE-532 BÁSICO xUD DELGADOx12x432","OFIESCOLARES","2888","2888.png","$597","24","2","VIOLETA ","Violeta"
"UND ","TINTA EPSON T032220(AZUL)320(RSD)420(AMARILLO)","TINTA EPSON T032220(AZL)320(RSD)420(AMR)","IMPRESISTEM","68","68.png","$22.662","72","2","AMARILLO ","Amarillo "
"UND ","TINTA EPSON T032220(AZUL)320(RSD)420(AMARILLO)","TINTA EPSON T032220(AZL)320(RSD)420(AMR)","IMPRESISTEM","68","68.png","$22.662","72","1","ROSADO ","Rosado "
"UND ","PINTURA METALIZADA ROSETA","PINTURA METALIZADA ROSETA 30cc","ROSETA INDUSTRIAL","123","123.png","$2.431","71","12","DORAD PUR","Dorado Puro"
"UND ","COLOR TRITON TRIANGULAR largo","COLOR TRITON TRIANGULAR largo X12uds","C.A. MEJIA TRITON","670","670.png","$3.286","75","5","GN ","Genérico"
"UND ","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","JAIS","699","699.png","$11.577","60","4","ORO 18   ","Oro"
"UND ","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","JAIS","699","699.png","$11.577","60","1","CF OSCUR ","Café Oscurora"
"UND ","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","CINTA PAPEL LINO 180 32mmX50mtrs FONDO E","JAIS","699","699.png","$11.577","60","1","FUCSIA ","Fucsia "
"UND ","MONEDERO METÁLICO PARA POS CD552","MONEDERO METÁLICO PARA POS CD552","IMPRESISTEM","1134","1134.png","$146.934","0","1","GN ","Genérico"
"UND ","FOMI KIT ESCOLAR","FOMI KIT ESCOLAR","PRODUVARIOS S.A.","1138","1138.png","$2.160","0","3","GN ","Genérico"
"UND ","PESEBRE MARCO METAL 43","PESEBRE MARCO METAL 43","NAVI","1294","1294.png","$8.414","28","1","GN ","Genérico"
"UND ","COMPR VENTA 25 20A","COMPR VENTA 25 20A","LEGIS - MINERVA","1325","1325.png","$7.059","96","2","GN ","Genérico"
"UND ","NAV SAGRADA FAMILIA MADERA","NAV SAGRADA FAMILIA MADERA","DISTRICOP DECORACIONES","1360","1360.png","$8.640","0","4","GN ","Genérico"
"UND ","BOLSA CELOFAN MEDIANA PRINCESA 61x20x13","BOLSA CELOFAN MEDIANA PRINCESA 61x20x13","AFECTOS","1368","1368.png","$631","80","8","GN ","Genérico"
"UND ","NAV HOMBRE NIEVE LASO 104154C","NAV HOMBRE NIEVE LASO 104154C","DISTRICOP DECORACIONES","1400","1400.png","$15.748","56","1","GN ","Genérico"
"UND ","OLEO REAL COLOR","OLEO REAL 50ml x COLOR","REPRESENTACIONES DISTRIEXITO LTDA","17084","17084.png","$1.978","56","2","VERDE ","Verde"
"UND ","CABLE EXT TECLADO 5M/5 1.8Mtrs","CABLE EXT TECLADO 5M/5 1.8Mtrs","OMEGA TECHNOLOGY","1715","1715.png","$5.398","92","2","GN ","Genérico"
"UND ","LETRERO EN MADERA CRUDO","LETRERO EN MADERA CRUDO","3M DE COLOMBIA","1722","1722.png","$1.620","0","1","HAPP BIRT","Happy Birthday"
"UND ","LETRERO EN MADERA CRUDO","LETRERO EN MADERA CRUDO","3M DE COLOMBIA","1722","1722.png","$1.620","0","2","FEL CUMPL","Feliz Cumpleaños"
"UND ","LETRERO EN MADERA CRUDO","LETRERO EN MADERA CRUDO","3M DE COLOMBIA","1722","1722.png","$1.620","0","2","FEL D PAP","No subir"
"UND ","PAPEL SANDY CON SEMILLAS","PAPEL SANDY CON SEMILLAS 35GR","PAFI","1943","1943.png","$2.205","36","2","COCOS ","Cocos "
"UND ","PAPEL BANANA","PAPEL BANANA 50x70 35Grms","PAFI","1945","1945.png","$2.224","80","5","AMARILLO ","Amarillo "
"UND ","PAPEL BANANA","PAPEL BANANA 50x70 35Grms","PAFI","1945","1945.png","$2.224","80","4","CURUBA ","Curuba "
"UND ","NAV PLATO GIRATORIO C/RESINA","NAV PLATO GIRATORIO C/RESINA","EMPERADOR DE LOS ADORNOS","1960","1960.png","$19.440","0","1","GN ","Genérico"
"UND ","NAV ARLEQUIN 041 450227","NAV ARLEQUIN 041 450227","DISTRICOP DECORACIONES","1966","1966.png","$31.320","0","1","GN ","Genérico"
"UND ","CUCHARA DESECHABLE PQNA PAQUETE 100","CUCHARA DESECHABLE PQNA PQT X 100","SEMPERTEX","1987","1987.png","$3.539","16","5","ROJO ","Rojo"
"UND ","CUCHARA DESECHABLE PQNA PAQUETE 100","CUCHARA DESECHABLE PQNA PQT X 100","SEMPERTEX","1987","1987.png","$3.539","16","1","BLANCO ","Blanco "
"UND ","NAV VARA FOLLAJE 10449*450","NAV VARA FOLLAJE 10449*450","DISTRICOP DECORACIONES","2003","2003.png","$2.268","0","4","GN ","Genérico"
"UND ","MOLDE p/FOMI ANTIFAZ 2pzs 31021","MOLDE p/FOMI ANTIFAZ 2pzs  31021","PRODISNI","2009","2009.png","$1.043","28","1","GN ","Genérico"
"UND ","CABLE DATA SWITCHE 1.8mtrs BIDIRECCIONAL","CABLE DATA SWITCHE 1.8mtrs BIDIRECCIONAL","IMPRESISTEM","2015","2015.png","$4.465","80","32","GN ","Genérico"
"UND ","NAV PAPA NOEL PESCERA","NAV PAPA NOEL PESCERA","DISTRICOP DECORACIONES","2047","2047.png","$8.640","0","1","GN ","Genérico"
"UND ","NAV HOMBRE NIEVE MUO 00927","NAV HOMBRE NIEVE MUO 00927","DISTRICOP DECORACIONES","2061","2061.png","$791","64","15","GN ","Genérico"
"UND ","MEMORIA KINGSTON MEMORY CARD 64MB","MEMORIA KINGSTON MEMORY CARD 64MB","IMPRESISTEM","2074","2074.png","$21.600","0","1","GN ","Genérico"
"UND ","BOLÍGRAFO LUXOR ROLLER XL FINE","BOLIG LUXOR ROLLER XL FINE","IBERICA","2085","2085.png","$216","0","8","AZUL ","Azul"
"UND ","PELICULA METALIZADA PLIEGO 50x70cmts","PELICULA METALIZADA PLIEGO 50x70cmts","","2094","2094.png","$172","80","1","NARANJA ","Naranja"
"UND ","PELICULA METALIZADA PLIEGO 50x70cmts","PELICULA METALIZADA PLIEGO 50x70cmts","","2094","2094.png","$172","80","1","MORADO ","Morado "
"UND ","TINTA EPSON T048520 PHOT LIGTH CYAN 300c","TINTA EPSON T048520 PHOT LIGTH CYAN 300c","IMPRESISTEM","2114","2114.png","$32.918","40","1","GN ","Genérico"
"UND ","HALL CENTRO DE MESA HALLOWEEN EN PANO","HALL CENTRO DE MESA HALLOWEEN EN PANO","SEMPERTEX","2116","2116.png","$10.800","0","1","GN ","Genérico"
"UND ","CARPETA BISEL DVNNI CARTA","CARPETA BISEL DVNNI CARTA","DVINNI LTDA","2117","2117.png","$2.619","0","1","ROJO ","Rojo"
"UND ","CARPETA BISEL DVNNI CARTA","CARPETA BISEL DVNNI CARTA","DVINNI LTDA","2117","2117.png","$2.619","0","2","VERDE ","Verde"
"UND ","CARPETA BISEL DVNNI CARTA","CARPETA BISEL DVNNI CARTA","DVINNI LTDA","2117","2117.png","$2.619","0","1","VERDE ","Verde"
"UND ","CARPETA BISEL DVNNI CARTA","CARPETA BISEL DVNNI CARTA","DVINNI LTDA","2117","2117.png","$2.619","0","1","NEGRO ","Negro"
"UND ","CARPETA BISEL DVNNI CARTA","CARPETA BISEL DVNNI CARTA","DVINNI LTDA","2117","2117.png","$2.619","0","2","NARANJA ","Naranja"
"UND ","KIT ESCOLAR INFANTIL","KIT ESCOLAR INFANTIL","IMPORTACIONES ARISTGOM","2127","2127.png","$108","0","9","GN ","Genérico"
"UND ","VELITAS HALLOWEEN NOCHEx5uds","VELITAS HALLOWEEN NOCHEx5uds","HALL","2142","2142.png","$2.368","44","3","GN ","Genérico"
"UND ","NAV HADAS","NAV HADAS","NAVI","2166","2166.png","$14.688","0","3","GN ","Genérico"
"UND ","PESEBRE VIRGEN ESTILIZADA 17","PESEBRE VIRGEN ESTILIZADA   17","NAVI","2167","2167.png","$5.906","52","1","GN ","Genérico"
"UND ","TINTA EPSON S020191/089 CLR 400/40/600","TINTA EPSON S020191/089 CLR 400/40/600","IMPRESISTEM","2189","2189.png","$10.800","0","1","GN ","Genérico"
"UND ","CAJA CARTON MICROCORRUGADO NAT/RJO METZ","CAJA CARTON MICROCORRUGADO NAT/RJO METZ","AFECTOS","2237","2237.png","$2.376","0","3","GN ","Genérico"
"UND ","ESPATULA FLEX BETEAD ONDAS 17 77016","ESPATULA FLEX BETEAD ONDAS 17 4pg 77016","PRODISNI","2244","2244.png","$3.522","96","1","GN ","Genérico"
"UND ","MORRAL BOLSO FLUORITA MA02CHI001 1320S","MORRAL BOLSO FLUORITA MA02CHI001 1320S","DISTRIBUIDORA NALSANI","2270","2270.png","$46.224","0","1","GN ","Genérico"
"UND ","GALLINITAS GRANDES Y LOS 2 huevitos","GALLINITAS GRANDES Y LOS 2 huevitos","LINA","2278","2278.png","$3.672","0","3","GN ","Genérico"
"UND ","FORRO MOUSE","FORRO MOUSE","CASA","2311","2311.png","$899","64","1","GN ","Genérico"
"UND ","PAPEL PALETA CARTA 40 hjs","PAPEL PALETA CARTA 40 hjs","ICOPEL","2370","2370.png","$6.710","4","1","GN ","Genérico"
"UND ","PINCEL DELINEADOR FALCON SILVER 5/0 585","PINCEL DELINEADOR FALCON SILVER 5/0 585","IMPORTACIONES GALL","2371","2371.png","$4.091","4","2","GN ","Genérico"
"UND ","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","DUOPAPEL","2372","2372.png","$3.213","0","5","VD MANZAN","Verde Manzana"
"UND ","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","DUOPAPEL","2372","2372.png","$3.213","0","1","AZUL ","Azul"
"UND ","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","PAPEL PERGAMINO CARTAx10hjs COLOR/ESTAMP","DUOPAPEL","2372","2372.png","$3.213","0","3","FUCSIA ","Fucsia "
"UND ","MARCADOR FABER CAST GRIP SECO","MARCADOR FABER CAST GRIP SECO x10uds","TECNACRIL FABER CASTELL","2376","2376.png","$2.280","96","14","ROJO ","Rojo"
"UND ","MARCADOR FABER CAST GRIP SECO","MARCADOR FABER CAST GRIP SECO x10uds","TECNACRIL FABER CASTELL","2376","2376.png","$2.280","96","6","AZUL ","Azul"
"UND ","MADERAS PORTARETRATO GRANDE","MADERAS PORTARETRATO GRANDE","MADERA ARTESANAL LA 15","2377","2377.png","$2.505","60","1","GN ","Genérico"
"UND ","NAV ESTRELLA CON COLA GRANDE","NAV ESTRELLA CON COLA GRANDE","PALMIPOR","2383","2383.png","$356","40","7","GN ","Genérico"
"UND ","SELLO VINTAGE 8000","SELLO VINTAGE 8000","GUAR","2384","2384.png","$6.912","0","34","GN ","Genérico"
"UND ","PESEBRE VIRGEN MARIA AUXILIADORA 23","PESEBRE VIRGEN MARIA AUXILIADORA 23","NAVI","2387","2387.png","$7.196","4","1","GN ","Genérico"
"UND ","TONER H.P.CB541 AZUL/2 AMARILLO/3 RSD HP3845","TONER H.P.CB541 AZL/2 AMR/3 RSD HP3845","IMPRESISTEM","2409","2409.png","$234.740","16","1","AMARILLO ","Amarillo "
"UND ","CONFITE LOVE UNIDAD DE CORAZÓN","CONFITE LOVE x udad DE CORAZÓN","LA CAMPANA","2435","2435.png","$30","24","81","GN ","Genérico"
"UND ","SERVILLETA DECORADAS INFANTILES","SERVILLETA DECORADAS INFANTILES","RONDA","2440","2440.png","$1.016","28","261","GN ","Genérico"
"UND ","TE TISANA UNIDAD","TE TISANA x udad","LA CAMPANA","2448","2448.png","$54","0","1","GN ","Genérico"
"UND ","PELICULA PANASONIC FXFA 136A 210/215/220","PELICULA PANASONIC FXFA 136A 210/215/220","NUKOTE DE COLOMBIA","2455","2455.png","$32.400","0","1","GN ","Genérico"
"UND ","PESEBRE ARCO PA109 39 10pzs","PESEBRE ARCO PA109 39 10pzs","TPOX","2474","2474.png","$5.907","60","4","GN ","Genérico"
"UND ","PESEBRE P7 PALMA 38 CASA 7pzs","PESEBRE P7 PALMA   38 CASA 7pzs","TPOX","2479","2479.png","$13.754","88","10","GN ","Genérico"
"UND ","BOMBA PH 12 FASHION","BOMBA PH 12 x 12uds FASHION","SEMPERTEX","2490","2490.png","$1.865","16","2","BLANCO ","Blanco "
"UND ","BOMBA PH 12 FASHION","BOMBA PH 12 x 12uds FASHION","SEMPERTEX","2490","2490.png","$1.865","16","8","ROJO ","Rojo"
"UND ","BOMBA PH 12 FASHION","BOMBA PH 12 x 12uds FASHION","SEMPERTEX","2490","2490.png","$1.865","16","11","AZUL ","Azul"
"UND ","DATA CARTRIDGE DDS 4 20GB A 40GB DGD150P","DATA CARTRIDGE DDS 4 20GB A 40GB DGD150P","IMPRESISTEM","2505","2505.png","$15.120","0","1","GN ","Genérico"
"UND ","PLATO 7pgx CORAZONES DOBLES SEMPERT","PLATO 7pgx 8uds CORAZONES DOBLES SEMPERT","SEMPERTEX","2594","2594.png","$2.052","0","3","ROJO ","Rojo"
"UND ","DESTELLOS DELINEADORES ALTO BRILLO 30grm","DESTELLOS DELINEADORES ALTO BRILLO 30grm","3M DE COLOMBIA","2597","2597.png","$2.172","96","6","AZL PRIMA","Azul Primario"
"UND ","DESTELLOS DELINEADORES ALTO BRILLO 30grm","DESTELLOS DELINEADORES ALTO BRILLO 30grm","3M DE COLOMBIA","2597","2597.png","$2.172","96","9","MURANO ","Murano"
"UND ","DESTELLOS DELINEADORES ALTO BRILLO 30grm","DESTELLOS DELINEADORES ALTO BRILLO 30grm","3M DE COLOMBIA","2597","2597.png","$2.172","96","5","VERDE ","Verde"
"UND ","MADERAS AVIONES 2 TIPOS","MADERAS AVIONES 2 TIPOS","POLO","2604","2604.png","$3.240","0","1","GN ","Genérico"
"UND ","ESPONJA AZUL MAXI ERGONOMICA 43062","ESPONJA AZUL MAXI ERGONOMICA 43062","DESTISOL LTDA","2631","2631.png","$1.913","76","9","GN ","Genérico"
"UND ","RAPIDOGRAFO STAEDTLER 0.4 S30804-9","RAPIDOGRAFO STAEDTLER 0.4 S30804-9","INDUSTRIAS KORES","2646","2646.png","$6.940","8","1","GN ","Genérico"
"UND ","BOLÍGRAFO ROLLER GELLY ROLL TAZZ","BOLIG ROLLER GELLY ROLL TAZZ","SCRIPTECHNIK","2650","2650.png","$862","92","21","PLATA ","Plata "
"UND ","NAV MARIPOSAS FLQ01230/31/32/33","NAV MARIPOSAS FLQ01230/31/32/33","INACOL S A S","2651","2651.png","$2.090","88","4","LILA ","Lila "
"UND ","NAV MARIPOSAS FLQ01230/31/32/33","NAV MARIPOSAS FLQ01230/31/32/33","INACOL S A S","2651","2651.png","$2.090","88","1","PLATA ","Plata "
"UND ","SOBRE OFICIO BLANCO NORMA 20A","SOBRE OF BLANCO 75gr NORMA 20A 23.4x12cm","CARVAJAL EDUCACION","2657","2657.png","$57","24","4.000","GN ","Genérico"
"UND ","ROLLO CELOFAN 20pliegos IMPORTADO","ROLLO CELOFAN 20pliegos IMPORTADO","ALPEN","2672","2672.png","$13.500","0","1","GN ","Genérico"
"UND ","MORRAL COMBO 1B + MULTIUSO 470 17568","MORRAL COMBO 1B + MULTIUSO 470    17568","DISTRIBUIDORA NALSANI","2673","2673.png","$16.002","36","1","GN ","Genérico"
"UND ","MADERAS NUMEROS p/ud","MADERAS NUMEROS p/ud","MADERA ARTESANAL LA 15","2683","2683.png","$540","0","9","GN ","Genérico"
"UND ","NAV VELON REDONDO ROJO","NAV VELON REDONDO ROJO","NAVI","2686","2686.png","$3.240","0","1","GN ","Genérico"
"UND ","GALLINITAS GRISES GALLINETAS","GALLINITAS GRISES   GALLINETAS","LINA","2688","2688.png","$500","4","10","GN ","Genérico"
"UND ","GALLINITAS GRISES GALLINETAS","GALLINITAS GRISES   GALLINETAS","LINA","2688","2688.png","$500","4","288","GN ","Genérico"
"UND ","PAPEL REG STAND IMPORTADO NAVIDENO","PAPEL REG STAND IMPORTADO NAVIDENO","ALPEN","2689","2689.png","$891","0","262","GN ","Genérico"
"UND ","NAV BOTONES BRILLANTES Y SURTIDOS","NAV BOTONES BRILLANTES Y SURTIDOS","DISTRICOP DECORACIONES","2707","2707.png","$1.296","0","11","GN ","Genérico"
"UND ","MADERAS LETRAS VOCALES p/ud","MADERAS LETRAS VOCALES p/ud","MADERA ARTESANAL LA 15","2714","2714.png","$2.700","0","5","GN ","Genérico"
"UND ","PESEBRE VIRGEN MILAGROSA 19","PESEBRE VIRGEN MILAGROSA 19","NAVI","2729","2729.png","$6.015","60","1","GN ","Genérico"
"UND ","NAV GUIRNALDA EUCALP DRD 7457","NAV GUIRNALDA EUCALP DRD 7457","NAVI","2731","2731.png","$10.773","0","3","GN ","Genérico"
"UND ","NAV ESPIGA DORADA 127004022","NAV ESPIGA DORADA 127004022","DISTRICOP DECORACIONES","2736","2736.png","$841","32","1","GN ","Genérico"
"UND ","BOMBA LOL 660 FASHION","BOMBA LOL 660 FASHION x 20uds","SEMPERTEX","2745","2745.png","$7.110","72","9","BLANCO ","Blanco "
"UND ","BOMBA LOL 660 FASHION","BOMBA LOL 660 FASHION x 20uds","SEMPERTEX","2745","2745.png","$7.110","72","9","ROJO ","Rojo"
"UND ","PINTURA p/MADERA XILOTINTE","PINTURA p/MADERA XILOTINTE","ROSETA INDUSTRIAL","2752","2752.png","$795","96","1","956VDOLIV","Verde Olivo"
